"Uniprot","Full.Uniprot","Description","Accession","R1.X127_N.126","R2X127_N.126","R1.X127_C.126","R1.X128_N.126","R2X127_C.126","R2X128_N.126","R1.X128_C.126","R1.X129_N.126","R2X128_C.126","R2X129_N.126","R1.X129_C.126","R1.X130_N.126","R2X129_C.126","R2X130_N.126","R1.X130_C.126","R1.X131.126","R2X130_C.126","R2X131.126"
"Q10L56","tr|Q10L56|Q10L56_ORYSJ","Glutathione peroxidase OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g24380 PE=3 SV=1",115453089,0.903,0.995,0.981,0.974,0.964,1.069,1.243,1.285,1.227,1.364,1.172,1.017,1.334,1.179,1.076,0.904,1.018,0.947
"Q60DC5","tr|Q60DC5|Q60DC5_ORYSJ","Expressed protein OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBb0034P05.1 PE=2 SV=1",115453679,0.976,1.049,0.785,0.964,0.936,1.066,1.125,1.234,1.133,1.15,0.964,0.996,1.022,1.022,1.057,1.014,1.14,1.109
"Q851K0","sp|Q851K0|GL35_ORYSJ","Germin-like protein 3-5 OS=Oryza sativa subsp. japonica OX=39947 GN=Os03g0693900 PE=2 SV=1",115454733,1.067,1.025,1.254,1.121,1.222,1.172,2.728,2.518,2.549,2.144,1.935,1.377,1.84,2.382,0.995,1.011,1.02,0.994
"Q53RK6","tr|Q53RK6|Q53RK6_ORYSJ","Chemocyanin, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g50160 PE=2 SV=1",115454887,0.985,1.05,1.019,0.95,0.993,1.069,1.304,1.224,1.195,1.354,1.218,1.067,1.212,1.328,1.095,1.07,1.124,1.058
"Q9AUQ4","tr|Q9AUQ4|Q9AUQ4_ORYSJ","Os03g0712700 protein OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBb0033N16.5 PE=2 SV=1",115454931,1.095,1.105,1.039,0.989,1.037,1.237,1.217,1.173,1.201,1.225,1.036,1.253,1.005,1.077,0.948,1.033,0.959,1.048
"Q851F9","sp|Q851F9|EGY3_ORYSJ","Probable zinc metalloprotease EGY3, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=EGY3 PE=2 SV=1",115455101,0.661,0.899,0.808,0.853,0.922,1.067,2.717,2.746,2.055,2.083,0.925,0.83,0.962,1.228,0.749,0.883,0.844,1.087
"P42862","sp|P42862|G6PIA_ORYSJ","Glucose-6-phosphate isomerase, cytosolic A OS=Oryza sativa subsp. japonica OX=39947 GN=Os03g0776000 PE=2 SV=2",115455667,1.058,1.02,0.921,1.014,0.907,0.889,1.23,1.141,1.125,1.023,1.002,1.178,1.15,1.019,0.886,0.977,0.879,1.041
"Q84TX6","tr|Q84TX6|Q84TX6_ORYSJ","Histidine acid phosphatase family protein, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g60370 PE=3 SV=1",115456209,1.076,1.149,1.129,1.164,1.27,1.235,2.466,2.311,2.753,2.9,1.289,1.076,1.494,1.831,1.052,1.041,1.1,1.193
"Q84TB3","sp|Q84TB3|ADF4_ORYSJ","Actin-depolymerizing factor 4 OS=Oryza sativa subsp. japonica OX=39947 GN=ADF4 PE=1 SV=1",115456241,0.945,0.848,1.031,1.038,1.049,0.884,1.13,1.217,1.059,1.078,0.982,0.857,0.946,1.072,0.849,0.905,0.899,0.874
"Q7Y152","tr|Q7Y152|Q7Y152_ORYSJ","Galactokinase, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g61710 PE=4 SV=1",115456405,1.029,0.872,0.863,0.944,0.904,0.902,1.293,1.404,1.127,1.102,0.946,0.862,0.874,0.959,0.896,0.958,0.906,0.946
"Q7XTJ3","sp|Q7XTJ3|ODPA3_ORYSJ","Pyruvate dehydrogenase E1 component subunit alpha-3, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0119400 PE=2 SV=2",115456930,1.135,0.988,0.916,1.071,0.972,0.984,1.63,2.37,1.226,1.245,1.085,1.105,0.894,1.296,1.013,1.189,0.916,0.93
"O04138","sp|O04138|CHI4_ORYSJ","Chitinase 4 OS=Oryza sativa subsp. japonica OX=39947 GN=Cht4 PE=2 SV=2",115459168,1.249,1.239,1.234,1.048,1.402,1.615,3.342,3.116,3.743,3.094,2.752,2.492,3.886,6.131,1.401,1.473,1.812,1.492
"P55142","sp|P55142|GRXC6_ORYSJ","Glutaredoxin-C6 OS=Oryza sativa subsp. japonica OX=39947 GN=GRXC6 PE=1 SV=2",115459340,1.009,0.968,1.031,1.101,1.038,1.026,1.432,1.339,1.476,1.621,0.993,1.003,1.029,1.373,1.047,1.088,1.046,1.079
"Q7FAX1","sp|Q7FAX1|PXG_ORYSJ","Peroxygenase OS=Oryza sativa subsp. japonica OX=39947 GN=PXG PE=2 SV=1",115459382,0.938,0.974,0.933,0.981,0.993,1.118,5.43,5.948,4.829,4.934,2.167,1.167,1.877,3.585,0.864,0.933,0.914,1.015
"Q0JB49","tr|Q0JB49|Q0JB49_ORYSJ","Glutathione peroxidase OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0556300 PE=2 SV=1",115459848,0.885,1.007,0.886,0.841,0.864,0.929,1.18,1.205,1.206,1.125,0.795,0.842,0.73,0.829,0.939,0.884,0.885,0.943
"Q7X8B5","sp|Q7X8B5|ACA5_ORYSJ","Calcium-transporting ATPase 5, plasma membrane-type OS=Oryza sativa subsp. japonica OX=39947 GN=ACA5 PE=1 SV=2",115460390,1.212,1.138,0.79,1.134,1.141,1.164,1.575,2.508,1.166,1.42,0.885,0.895,1.092,1.173,1.217,1.168,1.118,1.186
"Q7XPL4","tr|Q7XPL4|Q7XPL4_ORYSJ","OSJNBa0085I10.12 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0610600 PE=4 SV=2",115460462,0.936,1.031,1.367,1.047,1.711,1.517,11.648,10.356,13.913,18.419,3.493,1.213,7.835,18.874,0.981,1.266,1.264,1.121
"Q0J9V5","sp|Q0J9V5|CXXS1_ORYSJ","Thioredoxin-like protein CXXS1 OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0629500 PE=2 SV=1",115460736,1.036,0.812,1.122,1.174,1.417,1.014,1.66,1.533,1.762,1.551,1.075,1.109,1.095,1.448,1.056,1.086,1.232,1
"Q7XPN4","tr|Q7XPN4|Q7XPN4_ORYSJ","OSJNBa0060D06.10 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0652700 PE=4 SV=2",115461002,0.997,0.8,1.053,0.862,1.126,1.129,1.763,1.408,1.782,1.053,1.064,1.253,1.178,1.245,0.813,0.694,0.95,0.956
"Q84P62","tr|Q84P62|Q84P62_ORYSJ","OSJNBa0087O24.10 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0665800 PE=2 SV=1",115461160,0.903,0.939,0.98,0.948,0.933,0.929,1.224,1.162,1.157,1.063,1.063,1.021,1.058,0.993,0.941,0.93,0.958,0.959
"Q7XPI5","tr|Q7XPI5|Q7XPI5_ORYSJ","OSJNBb0004A17.4 protein OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBb0004A17.4 PE=2 SV=2",115461240,1.007,0.988,0.986,0.972,0.994,0.991,1.198,1.141,1.197,1.011,1.077,1.121,1.061,1.032,0.907,0.964,0.879,1.025
"Q65XA0","sp|Q65XA0|DHAR1_ORYSJ","Probable glutathione S-transferase DHAR1, cytosolic OS=Oryza sativa subsp. japonica OX=39947 GN=DHAR1 PE=1 SV=1",115461741,1.075,1.118,0.977,1.005,1.035,1.345,1.309,1.288,1.21,1.433,0.975,1.105,0.969,1.103,1.077,1.148,1.054,1.141
"Q75M01","tr|Q75M01|Q75M01_ORYSJ","Os05g0157200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0157200 PE=2 SV=1",115462209,0.973,0.966,1.082,1.077,1.082,0.999,1.478,1.269,1.33,1.427,1.134,1.004,1.14,1.215,1.131,1.019,1.125,0.99
"Q0DK70","tr|Q0DK70|Q0DK70_ORYSJ","Os05g0188100 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0188100 PE=2 SV=1",115462479,1.132,0.902,0.771,0.918,0.782,0.981,1.592,2.951,2.183,2.039,0.807,0.959,0.958,1.865,0.862,0.819,1.054,1.158
"Q5W6W7","tr|Q5W6W7|Q5W6W7_ORYSJ","Long chain acyl-CoA synthetase OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0317200 PE=2 SV=1",115463155,1.077,1.053,1.033,1.02,1.027,1.353,1.25,1.322,1.472,1.652,1.086,1.091,1.086,0.979,1.169,1.102,1.144,1.284
"Q75K72","tr|Q75K72|Q75K72_ORYSJ","'putative beta-1,3-glucanase OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0375400 PE=2 SV=1",115463555,1.035,1.087,0.861,1.064,0.928,1.149,1.332,1.416,1.399,1.582,1.052,1.027,1.15,1.804,0.969,1.179,1.01,1.184
"Q75HX0","tr|Q75HX0|Q75HX0_ORYSJ","Actin OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0438800 PE=2 SV=1",115464123,0.931,1.013,0.823,0.87,0.849,1.024,1.516,1.369,1.475,1.387,1.071,0.936,1.024,1.076,1.044,0.905,0.982,1.02
"Q6L509","tr|Q6L509|Q6L509_ORYSJ","Os05g0460000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0460000 PE=2 SV=1",115464309,0.988,1.109,0.909,1.024,1.026,1.402,1.688,2.367,1.797,1.431,0.996,0.98,1.056,1.14,1.01,1.082,1.01,0.997
"Q84KJ7","sp|Q84KJ7|AMT21_ORYSJ","Ammonium transporter 2 member 1 OS=Oryza sativa subsp. japonica OX=39947 GN=AMT2-1 PE=2 SV=1",115464403,0.912,1.028,0.643,1.007,0.676,0.871,1.433,1.129,1.076,1.306,1.067,0.742,0.928,0.68,0.904,1.195,0.981,0.836
"P20907","sp|P20907|CYT2_ORYSJ","Cysteine proteinase inhibitor 2 OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0494200 PE=2 SV=3",115464649,1.133,0.92,0.904,0.956,0.848,1.113,2.069,2.273,1.838,1.829,1.075,1.092,1.065,1.488,1.142,1.012,1.017,1.187
"Q60EJ0","tr|Q60EJ0|Q60EJ0_ORYSJ","Os05g0501700 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0501700 PE=2 SV=1",115464745,0.962,1.05,1.007,1.025,1.106,1.056,1.195,1.175,1.451,1.37,0.92,0.983,1.112,1.116,0.923,0.955,1.008,1.039
"Q6L4X5","tr|Q6L4X5|Q6L4X5_ORYSJ","Thioredoxin OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0508500 PE=3 SV=1",115464793,0.885,0.957,0.969,1.015,0.99,0.929,1.148,1.034,1.301,1.239,0.981,1.027,0.97,1.215,0.931,0.98,1.065,0.938
"Q75IJ1","tr|Q75IJ1|Q75IJ1_ORYSJ","Os05g0516600 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0516600 PE=2 SV=1",115464893,0.961,1.189,1.048,1.032,1.047,1.257,1.184,1.218,1.717,1.619,1.08,0.959,1.178,1.192,1.079,1.009,1.168,1.139
"V5K4U5","tr|V5K4U5|V5K4U5_ORYSJ","LEA protein OS=Oryza sativa subsp. japonica OX=39947 PE=2 SV=1",115465191,1.006,1.02,1.203,1.171,1.243,1.518,10.069,13.265,14.293,15.435,3.378,1.649,3.771,9.464,1.125,1.087,1.168,1.256
"Q6I605","tr|Q6I605|Q6I605_ORYSJ","Os05g0557200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0557200 PE=2 SV=1",115465375,1.166,0.963,0.916,1.061,0.963,0.947,1.724,1.651,2.133,2.069,1.105,0.91,1.097,1.859,0.832,0.915,0.884,1.145
"Q65XL5","sp|Q65XL5|WTF1_ORYSJ","Protein WHAT'S THIS FACTOR 1 homolog, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0571100 PE=2 SV=1",115465543,1.155,1.134,1.026,0.81,0.973,1.208,1.314,1.159,1.234,1.241,1.125,0.949,1.206,1.007,0.926,0.851,0.856,0.825
"Q6K853","tr|Q6K853|Q6K853_ORYSJ","40S ribosomal protein S30 OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0804100 PE=3 SV=1",115466684,1.079,1.025,0.874,0.952,0.933,0.984,1.06,1.152,1.077,1.11,0.828,0.901,0.889,1.141,0.771,0.909,0.822,0.982
"Q5SMV5","tr|Q5SMV5|Q5SMV5_ORYSJ","Carboxypeptidase OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0186400 PE=2 SV=1",115466820,0.911,0.885,0.728,0.688,0.708,0.846,0.934,0.75,0.889,0.819,0.717,0.773,0.716,0.635,0.826,0.758,0.823,0.851
"Q69Y12","tr|Q69Y12|Q69Y12_ORYSJ","Os06g0215300 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0215300 PE=2 SV=1",115467076,0.86,0.937,0.854,0.986,0.883,1.147,1.251,1.322,1.248,1.181,1.073,1.027,1.12,1.292,1.139,1.035,1.017,1.061
"Q69TI3","tr|Q69TI3|Q69TI3_ORYSJ","Os06g0215400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0215400 PE=4 SV=1",115467078,1.462,1.2,0.927,0.78,0.897,1.288,1.03,1.806,1.178,1.195,0.864,0.912,0.871,0.961,1.093,1.231,0.97,1.13
"Q652V8","sp|Q652V8|HSP16_ORYSJ","16.0 kDa heat shock protein, peroxisomal OS=Oryza sativa subsp. japonica OX=39947 GN=HSP16.0 PE=2 SV=1",115467402,0.817,0.926,0.775,0.902,0.703,0.835,1.352,1.21,1.273,1.291,0.757,0.633,0.654,0.699,0.784,1.134,0.648,1.075
"Q652S1","tr|Q652S1|Q652S1_ORYSJ","Os06g0258900 protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0603C10.39-1 PE=2 SV=1",115467448,0.962,0.956,0.877,0.997,0.978,0.983,1.148,1.077,1.157,1.154,1.024,0.99,0.908,0.996,0.915,0.946,0.902,0.935
"Q0DC43","tr|Q0DC43|Q0DC43_ORYSJ","Formate dehydrogenase, mitochondrial OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0486800 PE=2 SV=1",115468134,0.995,1.02,0.955,1,0.983,0.969,1.169,1.218,1.196,1.221,1.061,0.999,1.106,1.131,0.981,1.019,1.018,1.044
"Q656A5","sp|Q656A5|MFT1_ORYSJ","Protein MOTHER of FT and TFL1 homolog 1 OS=Oryza sativa subsp. japonica OX=39947 GN=MFT1 PE=3 SV=1",115468204,0.945,1.342,1.106,1.416,1.233,1.215,2.319,3.042,1.831,2.803,0.845,0.726,1.072,2.201,0.713,0.947,1.383,1.372
"Q7XAP2","tr|Q7XAP2|Q7XAP2_ORYSJ","Aminopropyl transferase OS=Oryza sativa subsp. japonica OX=39947 GN=OsSPDS2 PE=2 SV=1",115468348,1.022,0.905,0.963,1.085,0.943,0.931,1.209,1.449,1.136,1.584,0.856,1.1,0.779,0.962,0.919,1.087,0.869,1.023
"Q69U02","tr|Q69U02|Q69U02_ORYSJ","Os06g0623600 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0623600 PE=2 SV=1",115469012,0.965,0.899,1.033,0.93,0.942,0.847,1.171,1.249,1.078,1.12,0.878,0.857,0.846,1.055,0.95,0.873,1.022,0.966
"Q67WU6","tr|Q67WU6|Q67WU6_ORYSJ","Purple acid phosphatase OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0643900 PE=3 SV=1",115469166,1.07,1.134,0.477,0.814,0.876,0.912,1.257,1.861,1.382,1.288,0.985,0.722,1.198,1.342,0.836,0.938,1.353,1.069
"Q67UQ1","tr|Q67UQ1|Q67UQ1_ORYSJ","Os06g0651200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0651200 PE=4 SV=1",115469256,0.684,1.358,1.319,1.286,1.411,1.365,4.015,5.561,2.669,3.434,0.839,0.674,1.104,2.401,1.27,0.747,1.401,1.394
"Q655T1","tr|Q655T1|Q655T1_ORYSJ","Phosphoglycerate kinase OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0668200 PE=2 SV=1",115469436,0.919,1.071,1.113,0.939,1.123,1.422,2.849,2.376,3.073,3.221,1.569,1.132,1.729,2.329,0.976,0.953,0.98,1.205
"Q5Z802","tr|Q5Z802|Q5Z802_ORYSJ","Os06g0712200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0712200 PE=2 SV=1",115469912,0.989,1.089,1.003,1,0.967,1.003,1.084,1.368,1.018,1.142,0.886,0.912,0.971,0.952,1.024,1.101,0.984,0.974
"Q8H559","tr|Q8H559|Q8H559_ORYSJ","Os07g0159800 protein OS=Oryza sativa subsp. japonica OX=39947 GN=OJ1714_H10.115 PE=2 SV=1",115470671,1.036,0.984,0.984,0.992,0.986,1.027,1.371,1.241,1.249,1.296,1.047,1.068,1.02,1.092,1.023,0.997,1.026,0.984
"Q0D840","sp|Q0D840|TRXH1_ORYSJ","Thioredoxin H1 OS=Oryza sativa subsp. japonica OX=39947 GN=TRXH PE=1 SV=1",115470941,0.89,0.949,0.851,0.858,0.883,0.843,2.064,2.015,2.305,2.049,0.835,0.886,0.823,1.413,0.872,0.916,0.82,0.918
"Q0D6H5","tr|Q0D6H5|Q0D6H5_ORYSJ","Carboxypeptidase OS=Oryza sativa subsp. japonica OX=39947 GN=Os07g0479300 PE=3 SV=1",115472071,0.939,0.897,0.897,0.783,0.849,1.065,1.538,1.268,1.504,1.268,1.054,1.093,1.067,0.883,0.817,0.712,0.801,0.843
"Q07661","sp|Q07661|NDK1_ORYSJ","Nucleoside diphosphate kinase 1 OS=Oryza sativa subsp. japonica OX=39947 GN=NDKR PE=1 SV=1",115472167,0.969,1.031,1.014,0.952,1.014,1.2,1.223,1.097,1.202,1.217,1.117,1.132,1.065,1.116,0.963,1.005,0.972,0.969
"Q7XI43","tr|Q7XI43|Q7XI43_ORYSJ","Metal-transporting P-type ATPase-like protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0524E08.111 PE=2 SV=1",115473445,0.988,0.902,0.92,0.849,0.944,0.867,1.087,1.075,1.096,1.06,1.005,0.909,0.967,0.98,0.938,0.92,0.871,0.815
"Q6YXT5","tr|Q6YXT5|Q6YXT5_ORYSJ","Os08g0114300 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os08g0114300 PE=2 SV=1",115474507,0.875,0.91,0.646,0.764,0.576,0.746,0.842,0.829,0.801,1.021,0.606,0.67,0.545,0.711,0.829,0.996,0.757,0.79
"Q6YPF2","tr|Q6YPF2|Q6YPF2_ORYSJ","Os08g0120500 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os08g0120500 PE=4 SV=1",115474565,1.086,0.986,0.928,1.149,1.033,0.998,1.3,1.281,1.408,1.493,0.956,0.942,1.046,1.357,0.98,1.058,0.991,1.071
"Q84UR8","tr|Q84UR8|Q84UR8_ORYSJ","Cold shock domain protein 2 OS=Oryza sativa subsp. japonica OX=39947 GN=P0582D05.112 PE=2 SV=1",115474635,0.981,0.896,0.917,0.916,0.989,0.898,1.179,1.063,1.276,1.288,0.993,0.931,0.96,1.135,0.925,1.006,0.902,0.889
"Q84ZL6","tr|Q84ZL6|Q84ZL6_ORYSJ","Os08g0154300 protein OS=Oryza sativa subsp. japonica OX=39947 GN=OJ1066_B03.121-1 PE=4 SV=1",115474835,1.033,0.96,0.884,1.026,0.956,0.953,1.093,1.077,1.244,1.182,0.984,0.977,0.983,1.22,0.96,1.034,1.04,0.946
"Q948T6","sp|Q948T6|LGUL_ORYSJ","Lactoylglutathione lyase OS=Oryza sativa subsp. japonica OX=39947 GN=GLYI-11 PE=1 SV=2",115475151,1.017,1.075,0.966,0.936,0.979,1.228,1.456,1.296,1.454,1.433,0.962,1.041,1.023,1.087,0.994,0.926,1.036,1.037
"Q6ZHZ1","sp|Q6ZHZ1|SPSA4_ORYSJ","Probable sucrose-phosphate synthase 4 OS=Oryza sativa subsp. japonica OX=39947 GN=SPS4 PE=2 SV=1",115475798,1.007,1.029,1.043,0.982,1.077,1.078,1.148,1.116,1.259,1.258,1.021,1.103,1.054,1.17,0.972,0.993,0.991,1.014
"Q8H4V1","tr|Q8H4V1|Q8H4V1_ORYSJ","Os08g0366000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=OJ1484_G09.129-1 PE=2 SV=1",115476100,1.003,0.985,0.885,0.876,0.93,1.069,1.186,1.15,1.184,1.062,0.915,1.066,0.878,0.946,0.858,1.005,0.865,0.93
"Q6YW59","tr|Q6YW59|Q6YW59_ORYSJ","Os08g0385000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os08g0385000 PE=4 SV=1",115476218,1.021,0.886,0.973,1.001,0.934,1.273,1.781,1.969,2.023,2.997,0.932,0.76,0.694,1.497,0.77,0.899,0.883,0.807
"Q84Q47","tr|Q84Q47|Q84Q47_ORYSJ","Os08g0425800 protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0456B03.121-1 PE=4 SV=1",115476488,0.809,1.587,0.956,1.189,1.959,0.909,2.745,2.732,4.699,3.302,1.573,1.06,2.362,2.38,0.838,0.862,1.261,1.175
"Q6K456","tr|Q6K456|Q6K456_ORYSJ","Os09g0132600 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os09g0132600 PE=2 SV=1",115478064,1.221,1.055,1.153,0.936,1.001,1.198,1.378,1.378,1.223,1.275,1.119,0.96,1.045,1.152,0.855,0.861,1.06,1.189
"Q7XJ15","tr|Q7XJ15|Q7XJ15_ORYSJ","Os09g0541700 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os09g0541700 PE=2 SV=1",115480445,0.974,0.941,0.853,0.9,0.836,0.92,1.255,1.222,1.17,1.028,0.936,0.776,1.014,1.196,0.895,0.881,0.851,0.828
"Q0IZX5","tr|Q0IZX5|Q0IZX5_ORYSJ","Phospholipase D OS=Oryza sativa subsp. japonica OX=39947 GN=Os09g0543100 PE=2 SV=1",115480465,1.138,1.106,1.153,1.301,1.06,1.004,1.391,1.674,1.162,1.394,1.061,1.119,1.099,1.08,1.393,1.276,1.038,1.292
"Q7G649","tr|Q7G649|Q7G649_ORYSJ","Expressed protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os10g18340 PE=2 SV=1",115481540,1.086,0.778,0.986,1.039,0.987,0.833,1.148,1.08,1.18,1.002,0.848,0.997,0.83,0.795,0.815,0.927,0.778,0.916
"Q0IXZ5","tr|Q0IXZ5|Q0IXZ5_ORYSJ","Os10g0389200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os10g0389200 PE=4 SV=1",115481814,0.834,0.965,1.04,0.904,1.057,1.089,2.862,2.621,2.7,2.491,1.652,1.072,1.558,1.496,0.975,0.869,1.064,1.012
"Q338N8","tr|Q338N8|Q338N8_ORYSJ","Alanine aminotransferase OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os10g25130 PE=2 SV=1",115481822,1.057,0.959,1.004,1.004,0.819,1.008,1.491,1.448,1.531,1.633,1.057,1.056,1.057,1.2,0.986,1.068,0.85,1.014
"Q9FWU4","tr|Q9FWU4|Q9FWU4_ORYSJ","Os10g0491000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os10g34930 PE=2 SV=1",115482666,1.063,1.008,1.124,1.067,1.009,1.053,1.864,1.428,1.27,1.054,1.401,1.217,1.078,1.074,1.021,0.964,0.979,0.943
"Q53NE7","tr|Q53NE7|Q53NE7_ORYSJ","Eukaryotic aspartyl protease family protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g08100 PE=3 SV=1",115484503,0.871,0.902,0.654,0.638,0.708,0.748,1.042,0.806,1.009,0.853,0.707,0.73,0.746,0.859,0.572,0.774,0.72,0.873
"Q53NG8","tr|Q53NG8|Q53NG8_ORYSJ","Aldehyde dehydrogenase OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g08300 PE=2 SV=1",115484519,1.08,0.991,1.065,1.105,0.908,0.879,1.319,1.289,1.241,1.258,1.164,1.103,1.083,1.058,1.128,1.158,0.967,0.928
"Q53PA7","tr|Q53PA7|Q53PA7_ORYSJ","2-oxoglutarate/malate translocator (Clone OMT103), mitochondrial membrane-proso millet OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g24450 PE=2 SV=1",115485299,0.903,0.97,1.019,0.967,0.978,1.001,1.246,1.098,1.057,1.103,1.028,0.945,1.06,0.88,0.878,0.857,0.958,0.837
"V5K4S5","tr|V5K4S5|V5K4S5_ORYSJ","Non-specific lipid-transfer protein OS=Oryza sativa subsp. japonica OX=39947 PE=2 SV=1",115486998,1.399,1.182,0.871,0.985,0.908,1.223,1.897,1.692,1.738,1.974,0.938,0.991,0.97,1.526,1.29,1.013,1.239,1.095
"Q2QXL3","tr|Q2QXL3|Q2QXL3_ORYSJ","ACT domain-containing protein, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os12g05650 PE=2 SV=1",115487380,0.814,0.892,0.916,0.856,0.934,1.024,1.55,1.381,1.62,1.426,1.159,0.923,1.213,1.097,0.893,0.789,0.902,0.877
"Q0IN14","tr|Q0IN14|Q0IN14_ORYSJ","Hsp90 protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os12g32986 PE=3 SV=1",115488790,0.805,0.927,0.976,1.032,0.888,0.922,1.088,1.191,1.134,1.139,0.997,0.941,0.936,1.012,0.931,0.775,0.891,1.033
"Q7XJ02","sp|Q7XJ02|APX7_ORYSJ","Probable L-ascorbate peroxidase 7, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=APX7 PE=2 SV=1",116310282,1.042,1.064,0.994,0.961,0.994,1.177,1.068,1.219,1.303,1.266,1.039,0.986,1.006,1.058,0.958,0.914,1.019,1.052
"Q0IWL9","sp|Q0IWL9|GRS11_ORYSJ","Monothiol glutaredoxin-S11 OS=Oryza sativa subsp. japonica OX=39947 GN=GRXS11 PE=2 SV=2",122063509,0.888,1.057,0.962,0.97,1.025,1.036,1.443,1.392,1.316,1.22,1.069,0.946,1.088,1.003,1.035,0.895,0.989,0.95
"Q8S7M7","sp|Q8S7M7|PIRL5_ORYSJ","Plant intracellular Ras-group-related LRR protein 5 OS=Oryza sativa subsp. japonica OX=39947 GN=IRL5 PE=2 SV=1",125533033,0.936,0.964,0.987,0.971,1.026,0.99,1.4,1.295,1.529,1.404,1.06,0.946,1.23,1.283,0.942,0.923,1.128,1.167
"Q2R1V2","tr|Q2R1V2|Q2R1V2_ORYSJ","Barwin, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g37950 PE=2 SV=1",125535005,0.815,1.452,1.024,0.778,1.098,1.722,13.997,9.255,16.25,4.48,1.798,2.997,2.25,9.825,0.657,1.175,0.534,1.59
"A3A9I1","tr|A3A9I1|A3A9I1_ORYSJ","MSP domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_07697 PE=4 SV=1",125540465,1.206,1.056,1.227,1.239,1.066,1.257,1.693,1.759,1.246,1.531,1.277,1.211,1.06,1.155,1.174,1.343,1.069,1.09
"P25765","sp|P25765|CHI12_ORYSJ","Chitinase 12 OS=Oryza sativa subsp. japonica OX=39947 GN=Cht12 PE=2 SV=2",125544336,0.778,0.978,0.97,0.968,1.016,1.207,2.616,1.942,2.621,1.841,1.298,1.083,1.248,1.623,0.807,1.028,1.029,1.082
